,path,label,features,pca_features
173,s3://p8-data-2023/Test/Tangelo/r_280_100.jpg,Tangelo,"{'type': 1, 'size': None, 'indices': None, 'values': array([0.12091569, 0.12184133, 0.        , ..., 0.        , 0.        ,
       0.        ])}","{'type': 1, 'size': None, 'indices': None, 'values': array([ 7.53342255, -3.52950014, -4.95803937, -9.86325493,  2.9069853 ,
        6.14813466, -3.3655528 ,  5.14147949, -7.42549974, -2.16881707,
       -1.58075804, -0.17755211,  3.27299874,  0.23644184, -1.53163796,
       -0.91321715, -2.14641829,  0.40681048,  1.40666429,  1.92999912,
        0.49854237,  0.43385068,  4.55683421, -0.7396233 ,  1.82896592,
        2.367892  ,  0.63700787, -0.48008512, -0.65261939, -3.02528176,
       -0.41974223, -0.23661551,  2.03165468, -2.47115452,  0.78451669,
       -0.62811783, -0.19032774, -0.19790131,  0.23639601, -0.83508359,
        0.47676967,  0.69605358, -2.33277563,  0.20325642,  0.09464748,
       -0.46153065, -1.64115068, -0.78732275, -0.03195492,  0.28598803])}"
174,s3://p8-data-2023/Test/Pepper Red/r2_227_100.jpg,Pepper Red,"{'type': 1, 'size': None, 'indices': None, 'values': array([0.03558601, 0.16192777, 0.        , ..., 0.        , 0.        ,
       0.00904761])}","{'type': 1, 'size': None, 'indices': None, 'values': array([ 6.77352764,  7.48169072,  1.29447446, -1.96380514,  5.61686032,
        0.60625064, -1.29447852,  9.02926672, -1.81581054,  2.2101002 ,
       -2.50811588,  2.79600471,  2.82805708,  1.24785385, -1.29673979,
       -0.61087235, -1.1971007 ,  2.01629594,  0.32286239,  1.29653606,
        0.34366591, -0.01405199,  4.30187811, -3.30455636,  0.68151222,
        4.47434328,  1.45537568, -1.91631614, -0.63946575, -0.74608485,
        0.22545575,  0.34151319,  2.10713562, -2.71624235,  2.06151185,
       -1.63877278,  1.10203089, -1.33236026, -0.04351536, -1.05308865,
        1.11650442,  2.39375172, -1.43913476,  0.33240344, -0.53352505,
        0.40744059, -1.10270293, -1.16499668,  1.0028217 ,  0.43780901])}"
175,s3://p8-data-2023/Test/Grapefruit White/97_100.jpg,Grapefruit White,"{'type': 1, 'size': None, 'indices': None, 'values': array([0.00954068, 0.03378512, 0.        , ..., 0.        , 0.11966532,
       0.        ])}","{'type': 1, 'size': None, 'indices': None, 'values': array([ 3.29551709e+00, -7.52171134e+00, -7.70181622e+00,  1.39486012e+00,
        2.30542731e+00,  2.31181827e+00, -3.83561881e+00,  5.40708647e+00,
       -6.98391719e+00,  1.16862782e+00, -2.01741788e+00, -5.66984760e-01,
        1.59244469e+00,  1.06293684e+00, -2.50872385e+00,  1.48504960e+00,
       -2.71036938e+00,  1.20392246e+00, -2.10921660e-01,  2.22538680e+00,
       -9.09777262e-01, -3.42981656e-03,  5.73925910e+00, -3.02108733e+00,
        5.02581977e-01,  4.71536761e+00,  2.48858808e+00, -1.35463895e+00,
        1.30272843e+00,  2.47677624e-01, -1.04228697e+00,  1.04948016e+00,
        5.17838914e-01, -3.77933274e+00,  7.90630489e-01, -2.79812079e+00,
       -1.32657986e-01, -3.64301769e-01,  9.02619062e-01, -1.10896063e+00,
        8.83902671e-01,  2.60326527e-01, -6.55251592e-01,  5.20630387e-01,
       -4.88420793e-01, -1.41802573e+00, -1.33444374e+00, -2.58186180e+00,
        2.11220295e-01, -2.63426501e-01])}"
176,s3://p8-data-2023/Test/Fig/r_220_100.jpg,Fig,"{'type': 1, 'size': None, 'indices': None, 'values': array([0.        , 0.01195003, 0.00634283, ..., 0.01125181, 0.95535636,
       0.09229618])}","{'type': 1, 'size': None, 'indices': None, 'values': array([ 0.45163615,  5.76787815, -5.36915742, -3.16792039,  7.66234496,
        0.84101979,  2.53052965,  2.2873553 , -6.17326235, -2.69457187,
       -2.55130952, -0.32206086, -3.27510249,  3.00585827,  1.40940252,
       -0.69121009, -3.0988597 ,  0.28545862,  0.39567705, -0.53355381,
       -2.02126202, -1.59307183,  4.36637855, -1.99246779,  2.3743251 ,
        1.88421635, -0.25724944,  0.82697134, -0.29542439, -1.47740385,
        1.60015849,  0.53233131,  2.06672054, -1.53794615,  2.7113952 ,
       -1.18987928,  0.76117227,  0.76945818,  0.66621231, -2.57406819,
        1.11013908,  2.21380849, -0.65975521,  0.68841254,  0.36891702,
        0.56559208, -2.20112659,  0.60389417, -0.71679501,  1.29871075])}"
177,s3://p8-data-2023/Test/Mango Red/107_100.jpg,Mango Red,"{'type': 1, 'size': None, 'indices': None, 'values': array([0.08115262, 0.        , 0.        , ..., 0.        , 0.05064608,
       0.09378799])}","{'type': 1, 'size': None, 'indices': None, 'values': array([ 9.50664788,  2.75607497, -9.07601055, -9.12207229,  5.28866477,
        4.49305323, -6.00890074,  3.31349469, -7.84956597,  0.56375378,
       -3.74099711,  2.25792589,  2.09250255,  0.86554868,  0.12358328,
       -0.84547089, -3.28131048,  3.32683069,  2.43691256,  1.56667464,
       -0.78537113,  0.06538112,  6.21287817, -0.98080946, -0.07910892,
        0.51813353, -0.51290701, -0.26247171, -0.86342725,  1.19550366,
       -0.182709  ,  3.8381067 ,  0.96122225, -2.67583609,  2.59179086,
       -3.0272061 ,  0.44289458, -2.51924262, -0.55087547, -2.02522094,
        1.10845309,  0.63093072, -2.50519046,  2.19347992,  1.33360718,
        0.02405173, -1.41463848, -2.64307307,  0.01667834,  0.45026014])}"
178,s3://p8-data-2023/Test/Melon Piel de Sapo/r_5_100.jpg,Melon Piel de Sapo,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.44219887, 0.        , 0.        , ..., 0.        , 0.19292605,
       0.        ])}","{'type': 1, 'size': None, 'indices': None, 'values': array([-4.05819799,  0.16093933, -8.61413212, -4.37053986,  6.07120825,
        7.89878938, -3.3110977 ,  0.93991721, -8.50699759,  3.4128775 ,
       -3.62888662, -1.28539512,  2.98937071,  4.36195773, -2.65424751,
        1.70189636, -2.11837538,  5.22617102,  1.683682  ,  0.92547089,
       -1.19015355,  0.3056183 ,  2.32338658, -3.92675084,  1.45934777,
        4.40264854, -0.16842341, -2.97965865,  1.4298609 , -1.10056491,
       -1.08633739,  1.54978853,  1.87557877, -1.01331264,  0.36640037,
       -0.20889553,  2.47936691, -1.21492377, -0.35680815,  0.88352995,
        2.76835355,  1.74643552, -1.8623193 ,  1.67675008, -0.78623738,
       -0.47133906, -1.22734786,  0.60919214, -1.6101923 ,  0.35341482])}"
179,s3://p8-data-2023/Test/Blueberry/r_210_100.jpg,Blueberry,"{'type': 1, 'size': None, 'indices': None, 'values': array([0.        , 0.43336591, 0.        , ..., 0.6093384 , 0.02491853,
       0.56280321])}","{'type': 1, 'size': None, 'indices': None, 'values': array([  2.84839549,  12.92309452, -10.68775039,  -1.16214501,
         6.06350965,   3.14811771,   2.26482453,   4.15644648,
        -9.25666651,  -5.55981893,  -4.12861604,  -0.45234103,
         4.39488762,   3.40661995,  -0.79077947,  -3.23563743,
        -3.14264631,  -0.42604594,   3.07187423,   5.0589409 ,
        -1.01161698,   0.85942751,   4.93850277,  -2.52533142,
        -2.88542944,   4.46681136,   0.41821671,  -1.46956231,
        -2.88999132,  -3.5729539 ,   0.32143215,   1.54008105,
        -0.6153273 ,  -1.4587353 ,  -0.48171934,  -1.64166347,
        -0.25521889,  -1.94011001,   0.97465678,  -0.57125489,
         3.85626666,  -0.08352302,  -1.10259906,   1.69412665,
         0.51642147,   2.14047536,  -1.58580998,  -1.42527896,
        -2.34328267,  -1.70457345])}"
180,s3://p8-data-2023/Test/Blueberry/r_199_100.jpg,Blueberry,"{'type': 1, 'size': None, 'indices': None, 'values': array([0.        , 0.47039151, 0.        , ..., 0.61973655, 0.30462065,
       0.69759935])}","{'type': 1, 'size': None, 'indices': None, 'values': array([ 3.88940069, 12.64559484, -8.98465723, -0.70225518,  6.06935413,
        2.14277722,  0.50510569,  2.70690736, -8.94488963, -5.3960371 ,
       -4.3715745 ,  0.16594187,  5.7189876 ,  2.66229622,  0.09073673,
       -2.01379508, -3.17742504,  0.23282448,  1.15048107,  4.46290322,
       -2.1463686 ,  1.18832566,  6.87257249, -1.82161716, -2.57114734,
        2.41085575,  0.63582714, -1.58574668, -2.66009331, -3.95036963,
       -1.80560704,  1.93086445,  0.593394  , -1.78207641, -0.83484461,
       -1.28958179,  0.17162898, -0.78929402,  0.74277763,  0.14149402,
        4.10212618, -0.86919344, -1.748484  ,  2.955889  , -0.15546051,
        1.39947032, -1.61916502, -1.18165508, -1.44527565, -2.82963612])}"
181,s3://p8-data-2023/Test/Grapefruit White/67_100.jpg,Grapefruit White,"{'type': 1, 'size': None, 'indices': None, 'values': array([0.       , 0.0282095, 0.       , ..., 0.       , 0.       ,
       0.       ])}","{'type': 1, 'size': None, 'indices': None, 'values': array([ 3.47318195, -7.53403842, -7.51321821,  1.73891264,  4.3931542 ,
        2.64924512, -2.88700274,  5.64676849, -6.79492984,  1.91122908,
       -2.93023785, -0.26677112,  1.4971976 ,  0.97135016, -2.9418636 ,
        1.16402596, -1.94798389,  1.11591805,  0.10018805,  2.45452358,
       -0.25346989, -0.00825278,  5.62665107, -2.15730036,  0.76231233,
        5.11724934,  1.59572508, -1.39137199,  0.35136127,  0.03982175,
       -1.71688766,  0.82596403,  1.11432317, -3.44373055,  0.37590528,
       -3.14360346, -0.10732109, -0.46429454,  0.98122374, -1.18182822,
        0.94422471,  0.22316226, -0.97073074,  1.13613644, -0.40891088,
       -1.40384992, -2.00906814, -2.78530762, -0.18462113,  0.07753863])}"
182,s3://p8-data-2023/Test/Fig/r_32_100.jpg,Fig,"{'type': 1, 'size': None, 'indices': None, 'values': array([0.31738353, 0.        , 0.        , ..., 0.        , 0.        ,
       0.85766822])}","{'type': 1, 'size': None, 'indices': None, 'values': array([ 3.26871059,  7.79107333, -9.93189288, -7.99081742,  9.02193784,
        0.93517343, -2.97907275,  5.27919286, -7.32275112, -0.31645271,
       -5.02666104, -0.4484457 ,  1.19378852, -0.4513024 , -0.09159201,
       -0.09175395, -3.07776252, -0.23360185,  1.41709152,  0.94625854,
       -1.53765218, -1.202513  ,  4.1151801 , -2.55727003,  1.06659675,
        2.45943197,  0.56484819, -1.94243154, -0.55726869, -2.95832801,
       -0.27305344,  3.10264897,  3.22277107, -1.69172313,  0.94325704,
       -1.91244752, -0.52569719, -1.66628172,  0.11483007, -1.50134784,
       -0.52091247, -0.02154026, -0.32410277,  0.836244  , -0.87165271,
       -0.76606195, -1.1880172 , -0.57431752,  0.60388055,  0.5365261 ])}"
183,s3://p8-data-2023/Test/Fig/r2_122_100.jpg,Fig,"{'type': 1, 'size': None, 'indices': None, 'values': array([0.        , 0.08369157, 0.        , ..., 0.12523732, 0.40489185,
       0.        ])}","{'type': 1, 'size': None, 'indices': None, 'values': array([-1.72151676,  5.00085544, -5.4197142 , -3.71594731, 10.1876703 ,
        2.70780636,  2.19576433,  1.66126707, -8.12044895, -3.30890522,
       -1.37713175,  2.15203375, -4.69386815,  5.04388754,  1.28505622,
       -0.09641867, -3.31917222, -0.83254096,  1.44440012,  0.74191568,
       -2.48364397, -1.59092193,  3.72754316, -2.67102298,  3.48987516,
        0.56551359,  0.61497967, -0.34621887, -0.25775163, -1.20313816,
        1.57081806,  0.11455591,  3.04242062, -1.10599993,  1.88812564,
       -1.4699463 , -1.21330514,  1.60233694, -0.9808222 , -3.65281164,
       -0.29503688,  2.94709171, -1.56496747,  0.38707211, -0.5139495 ,
       -0.05443078, -2.16466201, -1.00078684, -1.69941973,  0.61637307])}"
184,s3://p8-data-2023/Test/Papaya/r_327_100.jpg,Papaya,"{'type': 1, 'size': None, 'indices': None, 'values': array([0.07856158, 0.01156527, 0.01039663, ..., 0.        , 0.        ,
       0.06048298])}","{'type': 1, 'size': None, 'indices': None, 'values': array([-3.25211981,  5.98287286, -9.90950123, -3.13526929,  4.88256241,
        5.72897549, -3.15323909,  2.01949407, -6.5078505 ,  1.26385399,
       -2.53708456,  2.74810256,  7.16586175,  0.51079076, -0.29849329,
        0.03958992, -3.9891058 , -2.14859648, -0.28297366,  1.27147182,
       -1.18596784, -2.34554389,  3.97451389, -1.69659777,  1.18052904,
        1.61205468,  1.66229775, -2.95531283, -0.50973328, -2.68169661,
       -0.95200636,  0.05348047,  0.3266021 , -1.00811852,  3.01459136,
       -1.19370924,  1.04974069, -1.19207903,  2.44811952, -1.95754232,
        1.85773658,  0.37590938, -1.28186971,  0.11629436,  0.27860167,
        1.44572878, -2.20710539, -1.90636194,  0.44172046, -1.10199709])}"
185,s3://p8-data-2023/Test/Apricot/r_44_100.jpg,Apricot,"{'type': 1, 'size': None, 'indices': None, 'values': array([0.84664607, 0.05768908, 0.        , ..., 0.        , 0.08407898,
       0.        ])}","{'type': 1, 'size': None, 'indices': None, 'values': array([ 4.90935156, -1.02173608, -1.08386779, -6.79882768,  8.07592352,
        2.475646  , -1.72643988,  7.68446661, -9.48790543,  0.04410575,
       -3.05996234,  2.24442705,  0.60353926,  3.56178066, -4.78132728,
        1.61196096, -4.94624411,  2.73791497,  1.71550282,  1.08516445,
       -1.78886337, -0.01718154,  4.31412467, -1.41505902,  0.19024643,
        2.82649807,  1.13418037, -3.90926261, -1.96848191, -3.2229984 ,
       -1.10827873, -0.76232545,  1.62887316, -1.95455804, -0.55499839,
       -3.07763202,  0.42485061, -0.04630259,  1.0710535 , -1.67519334,
        0.0788669 ,  0.63626686, -0.68947197, -0.34547119, -0.64822279,
       -1.10578879, -1.40888704, -1.5075954 ,  0.20995957,  0.72598778])}"
186,s3://p8-data-2023/Test/Fig/r_192_100.jpg,Fig,"{'type': 1, 'size': None, 'indices': None, 'values': array([0.02136997, 0.00955336, 0.        , ..., 0.        , 0.26807991,
       0.85520595])}","{'type': 1, 'size': None, 'indices': None, 'values': array([-0.53478167,  8.52328566, -4.44378499, -5.55312119, 10.49729851,
        1.68164458, -2.38935297,  4.08672834, -6.52451314, -1.42256875,
       -3.14059811, -0.21112596, -2.76166915, -0.37498178,  3.06513069,
       -0.22574911, -2.64532398,  0.54731205,  0.76645912, -0.9151412 ,
        0.90449202, -1.72422481,  4.4958656 , -0.91894736,  0.15792503,
        4.2024543 , -1.8002435 ,  0.37646583, -0.84323502, -3.46632256,
        0.75157227,  1.8124399 ,  1.95111677,  0.22923591,  2.15775572,
       -2.05210282, -0.88228554, -0.37900054,  0.35024713, -2.28487187,
       -0.01939833,  2.19059152,  0.04389415, -0.67227565,  0.15308217,
       -0.65270404, -1.5023161 , -0.27627121,  0.70361968,  2.73454289])}"
187,s3://p8-data-2023/Test/Huckleberry/r_212_100.jpg,Huckleberry,"{'type': 1, 'size': None, 'indices': None, 'values': array([0.53923398, 0.04046799, 0.69830686, ..., 0.06241712, 0.10963786,
       1.54228377])}","{'type': 1, 'size': None, 'indices': None, 'values': array([ 4.12444049,  9.22525002, -4.47599714, -1.51683038,  3.65936003,
       -4.60912514, -3.8191334 ,  7.15307613, -6.45465887, -1.06327011,
       -6.81035104, -2.10837927,  4.17413979,  1.37207923, -0.25833534,
       -2.17397376, -4.73104287,  1.49979368,  1.87803731,  1.64199427,
       -1.58504158,  3.98598403,  2.38105264, -2.35290403,  2.21139704,
        2.51899885, -0.79542221, -0.08934411, -0.16454411, -5.77135804,
        0.83700787,  3.42867683,  1.55202152, -0.92482902,  1.32382937,
       -0.19245834,  1.90013481, -2.43042543,  0.89861041, -1.17391211,
       -2.46032701, -0.5660397 ,  0.75213322,  1.39441444, -1.89445485,
        0.33364674, -0.02363603, -0.03795993,  1.00878389,  0.57119957])}"
188,s3://p8-data-2023/Test/Pear Stone/260_100.jpg,Pear Stone,"{'type': 1, 'size': None, 'indices': None, 'values': array([0.8434962 , 0.        , 0.27885282, ..., 0.        , 0.17873824,
       0.        ])}","{'type': 1, 'size': None, 'indices': None, 'values': array([ -4.25159512,   4.29935506,  -6.81021975, -10.96538597,
         5.16819597,   6.83993842,  -3.12422315,   5.33903638,
        -1.02242602,   1.47169141, -10.99643493,  -1.16507772,
         3.8970638 ,  -0.13719912,   2.08106393,  -2.42348578,
        -4.48615946,   1.78323414,   4.93748669,   3.56969656,
        -1.58129179,  -0.82207883,   4.17180726,  -4.65882495,
        -1.49440405,   3.15680316,  -1.65069302,  -2.82668496,
         1.81427086,  -1.93057072,  -1.05633954,   1.09602593,
         3.57679302,  -2.35737528,   3.30838474,  -2.51783739,
         0.5281313 ,   1.15091465,  -0.99683303,  -1.30289506,
         1.80515008,   1.01246234,  -0.74369619,  -1.09194953,
         0.45825016,  -0.65096112,   0.03527899,   0.79238778,
         0.13481243,  -1.15646208])}"
189,s3://p8-data-2023/Test/Blueberry/r_200_100.jpg,Blueberry,"{'type': 1, 'size': None, 'indices': None, 'values': array([0.        , 0.39029461, 0.        , ..., 0.52648938, 0.27920091,
       0.29239792])}","{'type': 1, 'size': None, 'indices': None, 'values': array([ 3.91867784e+00,  1.23554205e+01, -8.82572033e+00, -5.76564528e-01,
        5.47717279e+00,  1.83395767e+00,  8.50925841e-01,  3.87297640e+00,
       -8.46585217e+00, -4.99554863e+00, -3.89305124e+00,  7.84399964e-01,
        4.49942251e+00,  2.92233113e+00, -4.76507070e-02, -2.06907050e+00,
       -2.92858912e+00,  2.44115389e-01,  1.52785252e+00,  4.93900584e+00,
       -1.82621593e+00,  8.56680374e-01,  6.25404849e+00, -1.27592251e+00,
       -2.94053404e+00,  3.04857253e+00, -1.00763520e-01, -1.31392409e+00,
       -2.33868523e+00, -3.35159991e+00, -1.38742507e+00,  1.67321248e+00,
        7.88596513e-04, -2.04415766e+00, -9.62977852e-01, -1.62030462e+00,
       -1.43033165e-02, -1.37652227e+00,  4.53238255e-01,  3.16229935e-01,
        3.89833142e+00, -2.56002788e-01, -1.67133967e+00,  2.69827985e+00,
        1.62519122e-01,  1.49436495e+00, -1.31302447e+00, -1.07624666e+00,
       -1.81721016e+00, -2.34627332e+00])}"
190,s3://p8-data-2023/Test/Nut Pecan/r2_146_100.jpg,Nut Pecan,"{'type': 1, 'size': None, 'indices': None, 'values': array([0.11103879, 0.12360372, 0.        , ..., 0.        , 0.        ,
       0.4011851 ])}","{'type': 1, 'size': None, 'indices': None, 'values': array([ -0.35101673,   5.4604829 ,  -9.57791747, -10.06410134,
        10.66684818,   4.53978089,   1.80466161,   4.00119807,
        -6.45763722,  -1.7588537 ,  -4.70462007,   1.14734734,
         1.77643878,  -0.32554509,  -0.92476947,   2.27907792,
        -3.59404558,   3.14065016,   1.24630628,  -0.28145415,
        -0.27891843,  -1.08679736,   1.97973693,  -3.83616074,
         1.17300367,   3.12481329,  -0.6716416 ,   1.79633498,
        -1.45142565,  -1.90459593,   0.0909307 ,   1.68592465,
         1.44877908,  -1.14228597,   1.90218877,  -3.61414017,
        -2.39224689,  -2.83191911,  -0.84930395,  -1.20650015,
         1.36282748,   1.20026599,  -0.95854159,   1.30435811,
        -1.18709148,   0.47928027,  -0.24225193,  -0.12645625,
        -0.10447951,   2.31384232])}"
191,s3://p8-data-2023/Test/Lemon Meyer/r_323_100.jpg,Lemon Meyer,"{'type': 1, 'size': None, 'indices': None, 'values': array([0.00780914, 0.01689831, 0.        , ..., 0.        , 0.10322891,
       0.        ])}","{'type': 1, 'size': None, 'indices': None, 'values': array([ 4.41955005, -8.15841761, -4.07232663, -1.22213771,  0.85417493,
        3.71990818, -1.96923847,  4.45196196, -7.58246826, -4.5677553 ,
       -1.27434375, -2.36999672,  3.11015699,  0.97634486, -1.02117691,
        0.52780019, -0.07571797, -0.14119119, -0.45179053,  2.36159363,
        0.74136052, -0.92598703,  5.13355455, -2.96726988,  1.23500093,
        4.26839097,  0.44918518, -1.467988  ,  1.29513098, -1.60495105,
       -1.22890795,  0.04263258,  1.56102513, -2.62390312,  1.03087032,
       -2.0694155 ,  0.53773408, -0.0194311 ,  0.16191273, -0.86984407,
       -0.14762589,  0.8518739 , -0.9147686 , -0.63118844, -1.26037368,
        0.02651945, -0.50815432, -1.75684815,  1.17994945,  0.08659942])}"
192,s3://p8-data-2023/Test/Tangelo/r_152_100.jpg,Tangelo,"{'type': 1, 'size': None, 'indices': None, 'values': array([0.18984608, 0.05059938, 0.        , ..., 0.        , 0.00549307,
       0.        ])}","{'type': 1, 'size': None, 'indices': None, 'values': array([  7.53335028,  -2.43789744,  -4.51746054,  -7.43789061,
         1.88626396,   6.12809579,  -5.10013549,   6.84786558,
       -10.45618698,  -1.28443258,  -0.29042394,   0.36372533,
         4.05967964,   2.43423283,  -2.20484725,   0.32594075,
        -2.25409761,   0.32491582,  -0.65279421,   1.63734832,
         0.06988288,  -0.54004453,   5.23273108,  -1.06358348,
        -0.06015919,   2.53892619,  -0.65902278,  -0.64916353,
        -0.3298481 ,  -2.86758587,  -0.21495291,   0.18697927,
         2.37658039,  -2.44549471,   1.11179214,  -1.76079485,
         0.92799596,  -0.39375696,   0.62661947,  -0.2938668 ,
         0.89964258,   1.68326911,  -2.33092623,  -1.19852873,
        -1.16363991,  -0.09450948,  -1.60028199,  -1.09025701,
         0.5651673 ,   0.42963046])}"
193,s3://p8-data-2023/Test/Apple Red 2/61_100.jpg,Apple Red 2,"{'type': 1, 'size': None, 'indices': None, 'values': array([0.67231226, 0.        , 0.12395775, ..., 0.        , 0.04211653,
       0.        ])}","{'type': 1, 'size': None, 'indices': None, 'values': array([ 5.95068962e+00, -3.07169215e+00, -9.69762348e+00, -7.27241691e+00,
        2.65455060e+00,  3.71611272e+00, -6.58803979e+00,  4.35785192e+00,
       -6.23901595e+00,  1.39756737e+00, -1.68346733e+00,  2.34697441e+00,
       -1.78385016e+00,  9.77919670e-01, -2.27970752e+00,  2.41921977e+00,
       -4.81428972e+00,  2.28710004e+00,  3.19562276e+00,  3.67160067e+00,
        6.47672462e-01,  1.85394744e+00,  5.97755648e+00, -2.54211255e+00,
        2.54279186e-01,  3.64358717e+00,  2.03266534e-01, -2.00379492e+00,
       -2.36123891e-01, -2.30561785e+00,  6.57812670e-01,  9.10277303e-01,
        4.06987638e-01, -4.48869302e+00,  7.84445450e-01, -6.71856052e-01,
        7.13484778e-01, -1.04991846e+00,  5.43002913e-01, -1.89726424e+00,
        1.70149754e+00,  6.44075195e-01,  8.44777085e-01,  8.31083987e-01,
        7.44602029e-01,  2.60975732e-04, -2.66752256e+00, -1.62654848e+00,
       -4.21852111e-02, -1.59918506e+00])}"
194,s3://p8-data-2023/Test/Apple Red 2/88_100.jpg,Apple Red 2,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.05139196, 0.09015754, 0.        , ..., 0.01711471, 0.        ,
       0.        ])}","{'type': 1, 'size': None, 'indices': None, 'values': array([ 8.89026629, -1.7223059 , -7.9815966 , -8.51207663,  1.838721  ,
        2.11006765, -8.24225764,  4.8070826 , -7.55824521,  2.39322311,
       -1.96614249,  1.20621051,  0.38696236,  1.62835116, -3.38846009,
        3.74909176, -4.72944631,  0.78945826,  2.29918571,  2.98509666,
        1.33825164,  0.39401667,  5.2196643 , -2.31675086,  1.09442558,
        3.14263872, -0.69642807, -2.20586456, -0.91613454, -1.66652634,
        0.83688868,  1.29069819,  0.76795898, -3.32919833,  1.99391194,
       -1.20483361, -0.07671994, -1.23946477,  0.4787795 , -2.41173692,
        2.01203592,  0.48659656,  0.35526681,  1.50936176,  0.30226152,
        0.13705249, -1.74467512, -1.58764753,  0.48267227, -1.13458027])}"
195,s3://p8-data-2023/Test/Apple Red 2/36_100.jpg,Apple Red 2,"{'type': 1, 'size': None, 'indices': None, 'values': array([0.84620571, 0.19650559, 0.        , ..., 0.01521276, 0.        ,
       0.        ])}","{'type': 1, 'size': None, 'indices': None, 'values': array([ 5.65928341, -2.89596619, -8.83856359, -6.91565054,  3.52041334,
        2.30035948, -7.00654414,  5.71317691, -5.5841624 ,  2.87940158,
       -2.02219879,  2.68600727, -1.05576042,  0.84922845, -2.87282977,
        2.14462568, -3.32275006,  1.18752235,  3.14132421,  3.87383187,
        1.30843619,  2.66876077,  6.09475377, -2.70618239,  0.17741943,
        3.59313981,  1.53451216, -1.92809666,  1.06137767, -2.25578639,
        0.34863366,  1.11950311,  0.76194707, -4.03685047,  0.93104423,
       -1.05216582, -0.60737341, -0.91286675,  1.45112735, -0.97690856,
        1.38278459,  0.818939  ,  1.10497788,  0.7972922 ,  0.33791759,
        0.59541779, -2.03241662, -1.38174245,  0.45930049, -1.35528065])}"
196,s3://p8-data-2023/Test/Strawberry Wedge/119_100.jpg,Strawberry Wedge,"{'type': 1, 'size': None, 'indices': None, 'values': array([0.97369099, 0.22381441, 0.        , ..., 0.        , 0.02855315,
       0.        ])}","{'type': 1, 'size': None, 'indices': None, 'values': array([ -0.71775951,   4.16800304,   0.2332668 , -11.70576335,
        -3.00543337,   3.18729843,  -4.95991378,   3.32640196,
        -6.42940449,   3.92183772,  -4.62629647,   0.42125039,
        -2.21526978,   4.45369362,  -2.9530443 ,  -2.68322393,
        -4.43125322,   2.84254106,  -0.35476263,   0.50518181,
        -0.0459226 ,   1.03761399,   2.48056623,  -3.70569758,
        -0.26120629,   1.61576782,  -0.56020485,  -1.31148669,
         1.20551105,  -1.21588761,  -1.35857392,   3.10868367,
         2.30975494,  -1.55885284,   3.41069099,  -4.36795471,
         0.04617927,   0.20762789,  -0.27774128,  -3.68592979,
         1.00651692,   1.65238866,  -0.8880397 ,  -0.28298597,
        -0.27369645,   0.95427891,  -3.75410902,  -1.50594812,
         0.02868302,   1.05365482])}"
197,s3://p8-data-2023/Test/Onion Red/r2_178_100.jpg,Onion Red,"{'type': 1, 'size': None, 'indices': None, 'values': array([0.14200903, 0.        , 0.01575015, ..., 0.        , 0.16296351,
       0.13347185])}","{'type': 1, 'size': None, 'indices': None, 'values': array([ 0.58586708,  7.02119036, -6.15605024, -5.14479126,  6.78910593,
        1.59421066, -4.43063921,  5.26324929, -7.93507288,  0.79671666,
       -0.17901403,  1.71351411, -2.60208259, -3.2201934 ,  0.91997445,
        1.56458511, -0.55190059, -0.98565369, -2.32288797,  0.64057975,
       -2.49801242,  1.30322921,  6.09004736, -1.30093046,  0.08517898,
        1.88937568,  0.12792456, -1.80902484, -0.25105948, -4.41708401,
       -2.63410839,  1.86881378,  5.60070713, -1.09987517,  2.63550328,
       -1.86403459, -0.93272676, -1.241205  , -0.37922882,  0.14573518,
        0.23408969,  0.03198341, -0.53248327, -1.2455124 , -0.21280064,
        2.93914985,  0.48425737, -1.31280072, -0.0638721 , -0.24579337])}"
198,s3://p8-data-2023/Test/Lemon Meyer/204_100.jpg,Lemon Meyer,"{'type': 1, 'size': None, 'indices': None, 'values': array([0.0254677 , 0.        , 0.        , ..., 0.        , 0.05369256,
       0.        ])}","{'type': 1, 'size': None, 'indices': None, 'values': array([ 4.9015837 , -7.39765553, -3.44007945, -3.7809389 ,  0.32101354,
        3.59548759, -2.68869003,  3.95221869, -7.40611815, -7.19260074,
       -2.3324053 , -1.50061251,  2.10750329,  0.81979234, -0.7863908 ,
       -0.08928233,  0.85694291,  0.57737085,  0.54355451,  3.82411597,
        1.13459478, -0.10775139,  4.2438625 , -2.86785463,  1.87942113,
        3.87538858, -0.06572567, -0.60787821,  1.39944354, -2.24228474,
       -0.13798463,  0.60628448,  1.36205102, -2.11044992,  1.09874203,
       -1.92918904,  0.34345142, -0.96409587, -0.65498783,  0.07597781,
       -0.16824301, -0.1002804 , -1.04452417, -1.08612767, -1.1326359 ,
        0.46535087, -0.51901445, -1.49422249,  1.33455681,  0.40500243])}"
